tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1994231953453650097',"It's actually very easy to walk in the wrong direction in life when you are living in a society where ""success"" is all about how much money you make, you can afford to be confidently wrong for so many decades because that society will keep validating your conventional choices.",en,Tweet,152,491,55,23,44898,2025-11-27 21:28:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994206957683499219',"“A ‘brand’ originally meant a burn mark on livestock. It’s ironic that people feel awe toward that mark, long for its authority, and pay large sums to obtain it, essentially buying a modern version of a livestock brand.”

Great post as always.

@EDWD14007070",en,Tweet,32,54,3,3,24742,2025-11-27 19:49:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993929763950665730',It's only getting more and more obvious as you get older that the prerequisite for long-lasting friendships is to have your personal life in order.,en,Tweet,107,516,48,37,18146,2025-11-27 01:27:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994016484637782141',"@ideasfromkeyron Thank you for the kind words, really appreciate! 🧡",en,Reply,0,1,0,0,154,2025-11-27 07:12:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993998710590853149',"It's understandable why wise people tend to narrow down their circle of friends as they get older, at some point, you get tired of people who make their problems your problems, and you would rather spend your time with people who don't disturb your peace of mind, people who fill you up with positive energy, people who make you feel grateful to be alive.",en,Tweet,244,863,97,46,33945,2025-11-27 06:01:53,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993993049958174904',"Most ""unlucky"" adults are just people who still believe in shortcuts instead of coming up with a long-term plan in decades and actually following through.",en,Tweet,112,576,60,36,19654,2025-11-27 05:39:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993985041358311847',"People don’t struggle to get what they want, they struggle to pay the price to become who they need to be to naturally attract what they want.",en,Tweet,200,751,98,38,49564,2025-11-27 05:07:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993706006719918293',"A great investment gives you the freedom to explore who you could be and go live your best life; if you have to spend most of your time monitoring numbers on a screen, you are anything but wealthy.",en,Tweet,62,334,32,31,15202,2025-11-26 10:38:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993701319266451667',"You struggle to sleep at night when your days are not full enough, and you struggle to wake up in the morning when your purpose is not clear enough.",en,Tweet,239,760,80,26,48537,2025-11-26 10:20:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993630431452058102',"If you have time to complain about how the game is unfair, you have time to figure out what game you should play if you want to win next time.",en,Tweet,126,586,79,34,26015,2025-11-26 05:38:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993621642883612743',"Cynicism disappears when you are happy with your life.

Anger disappears when you are happy with who you have around.

Envy disappears when you are happy with who you are.",en,Tweet,158,585,61,33,19539,2025-11-26 05:03:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993568471154934011',"A lot of people who think they are ""open-minded"" actually lack the courage of making choices and standing up for something they believe in, and they often spend their whole lives never getting ""lucky"" because they were always too scared of committing to one direction.",en,Tweet,80,283,33,23,16603,2025-11-26 01:32:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993562603910746292',"""Diversity"" has nothing to do with tolerating behaviors that are harmful to everyone else in society.",en,Tweet,40,329,37,15,14539,2025-11-26 01:08:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993558945684971584',"You'd be surprised by the number of ""successful"" people who actually got there out of spite or personal insecurities, but truth is, the journey of life is actually so much more fun when you do what you do because you enjoy it, and not because you have something to prove.",en,Tweet,94,402,36,36,15913,2025-11-26 00:54:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993556392381497394',Lack of depth is just lack of courage to deviate from the beaten tracks.,en,Tweet,41,270,21,22,14421,2025-11-26 00:44:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993552585161425248',"At the beginning, most people just want money in order to alleviate their financial stress; they also want it to create an environment that allows them to focus on what they are actually talented at; but somehow, once they reach these milestones, greed takes over, they get influenced by the many people who are obsessed with power; they start upgrading their lifestyle instead of fulfilling their potential; and it's often way too late when they realize that they actually lived the life that someone else set up for them.",en,Tweet,230,547,54,30,31455,2025-11-26 00:29:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993549429157380184',"Good writing is just independent thinking, that's why people who are always grinding and chasing what everyone else is also chasing are always boring, you can't think originally as long as you have the same goals as everybody else.",en,Tweet,64,293,20,23,14549,2025-11-26 00:16:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993548513712480501',You will regularly meet rich people in terrible physical shape because that's what happens when you focus on mindlessly earning money instead of thoughtfully building wealth. The right direction in life always involves the freedom to become the best version of yourself. Anxiety and envy are the signs that you are not playing the games you truly want to play.,en,Tweet,226,657,58,27,33779,2025-11-26 00:12:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993495068171551116',"“Bad luck” is when you act without knowing.

“Anxiety” is when you know without acting.

“Peace of mind” is when you know and act as you are meant to.",en,Tweet,178,589,68,39,20814,2025-11-25 20:40:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993319847745536452',"""Talent"" is just a way to describe how you spend your time when no one is watching.",en,Tweet,77,434,38,49,17180,2025-11-25 09:04:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993279807208275985',"Your wealth is a lagging indicator of your mental clarity; if you can maintain a sharp judgment throughout the ups and downs of life for many years and decades, it's inevitable that you end up becoming the healthiest, wealthiest, happiest version of yourself, and when that happens, you will notice that you are also surrounded by the exact people you need, the very people that you deserve.",en,Tweet,356,884,90,39,40505,2025-11-25 06:25:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993269234986598594',Relationships are actually very simple once you stay away from people who have main character syndrome.,en,Tweet,151,620,40,20,32601,2025-11-25 05:43:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993267182210629752',You are living in a civilized society if women and children can walk around in the evening without worrying about their safety.,en,Tweet,37,318,39,12,15221,2025-11-25 05:35:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993266054122885544',"It's actually funny how many people who advocate for ""diversity"" will either get very offended or very judgmental if your values don't align with theirs.",en,Tweet,44,263,26,20,13772,2025-11-25 05:30:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993253255850475775',"If you have to sacrifice your health and your relationships to get to whatever ""success"" you are aiming for, the only outcome is actually failure.",en,Tweet,99,551,68,34,18622,2025-11-25 04:39:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1993250542135787705',"As you get older, you realize that genuine friends are very rare: most people are transactional and secretly trying to take advantage of you, and they disappear the minute they realize they won't get their way; if you have friends who genuinely care, treasure them, you are lucky.",en,Tweet,390,1781,186,71,138767,2025-11-25 04:28:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
